Category,Message
spam,Classification : BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary
ham,"Classification : ;-( oh well, c u later"
ham,Classification : My uncles in Atlanta. Wish you guys a great semester.
ham,Classification : No dear i do have free messages without any recharge. Hi hi hi
ham,"Classification : Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL"
ham,Classification : I dun believe u. I thk u told him.
ham,"Classification : Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!"
ham,Classification : Yes:)sura in sun tv.:)lol.
ham,Classification : Arun can u transfr me d amt
ham,Classification : Takin a shower now but yeah I'll leave when I'm done
ham,Classification : Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...
ham,Classification : U havent lost me ill always b here 4u.i didnt intend 2 hurt u but I never knew how u felt about me when Iwas+marine&thats what itried2tell urmom.i careabout u
spam,"Classification : WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk"
ham,Classification : You bad girl. I can still remember them
ham,Classification : How much i gave to you. Morning.
ham,"Classification : I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love"
ham,"Classification : Hey, can you tell me blake's address? Carlos wanted me to meet him there but I got lost and he's not answering his phone"
ham,Classification : Can i get your opinion on something first?
ham,Classification : That one week leave i put know that time. Why.
ham,"Classification : If we hit it off, you can move in with me :)"
ham,Classification : excellent. I spent  &lt;#&gt;  years in the Air Force. Iraq and afghanistan. I am stable and honest. do you like traveling?
ham,Classification : I wanna watch that movie
ham,Classification : Ok lor thanx... Ü in school?
ham,Classification : I'm in class. Did you get my text.
ham,Classification : The bus leaves at  &lt;#&gt;
ham,Classification : God bless.get good sleep my dear...i will pray!
spam,Classification : Todays Voda numbers ending 1225 are selected to receive a £50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app
ham,Classification : Do have a nice day today. I love you so dearly.
ham,Classification : Aiyo a bit pai seh ü noe... Scared he dun rem who i am then die... Hee... But he become better lookin oredi leh...
ham,"Classification : Aight, I'll ask a few of my roommates"
ham,"Classification : Now, whats your house # again ? And do you have any beer there ?"
ham,Classification : Do ü all wan 2 meet up n combine all the parts? How's da rest of da project going?
ham,Classification : Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry
ham,Classification : Yes we are chatting too.
ham,Classification : HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX
ham,Classification : Sian... Aft meeting supervisor got work 2 do liao... U working now?
ham,Classification : Are you going to write ccna exam this week??
ham,Classification : Well i will watch shrek in 3D!!B)
ham,Classification : Am i that much dirty fellow?
ham,Classification : Dunno dat's wat he told me. Ok lor...
ham,Classification : I'll probably be by tomorrow (or even later tonight if something's going on)
ham,Classification : I couldn't say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night
ham,Classification : If you're thinking of lifting me one then no.
ham,Classification : Same as u... Dun wan... Y u dun like me already ah... Wat u doing now? Still eating?
ham,Classification : Sent me ur email id soon
ham,Classification : Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!
ham,"Classification : Dude. What's up. How Teresa. Hope you have been okay. When i didnt hear from these people, i called them and they had received the package since dec  &lt;#&gt; . Just thot you'ld like to know. Do have a fantastic year and all the best with your reading. Plus if you can really really Bam first aid for Usmle, then your work is done."
ham,Classification : Hey gorgeous man. My work mobile number is. Have a good one babe. Squishy Mwahs.
ham,Classification : May i call You later Pls
spam,"Classification : Hottest pics straight to your phone!! See me getting Wet and Wanting, just for you xx Text PICS to 89555 now! txt costs 150p textoperator g696ga 18 XxX"
ham,Classification : That's the way you should stay oh.
ham,Classification : Hello- thanx for taking that call. I got a job! Starts on monday!
ham,Classification : What time is ur flight tmr?
ham,Classification : When should I come over?
ham,Classification : I have a rather prominent bite mark on my right cheek
ham,Classification : * Will be september by then!
ham,Classification : Are you wet right now?
ham,Classification : And how's your husband.
spam,"Classification : Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx"
ham,Classification : Are we doing the norm tomorrow? I finish just a 4.15 cos of st tests. Need to sort library stuff out at some point tomo - got letter from today - access til end march so i better get move on!
ham,Classification : Yeah. I got a list with only u and Joanna if I'm feeling really anti social
ham,Classification : I am in your office na.
ham,Classification : Are you comingdown later?
ham,Classification : Super da:)good replacement for murali
ham,Classification : Da is good good player.why he is unsold.
ham,Classification : Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.
ham,Classification : Its on in engalnd! But telly has decided it won't let me watch it and mia and elliot were kissing! Damn it!
spam,"Classification : FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV"
ham,Classification : I dont want to hear philosophy. Just say what happen
ham,Classification : You got job in wipro:)you will get every thing in life in 2 or 3 years.
ham,Classification : Then cant get da laptop? My matric card wif ü lei...
ham,Classification : Dunno da next show aft 6 is 850. Toa payoh got 650.
spam,"Classification : This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate"
ham,Classification : I just made some payments so dont have that much. Sorry. Would you want it fedex or the other way.
ham,Classification : They did't play one day last year know even though they have very good team.. Like india.
ham,Classification : K.:)you are the only girl waiting in reception ah?
ham,"Classification : Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
ham,Classification : I hate when she does this. She turns what should be a fun shopping trip into an annoying day of how everything would look in her house.
ham,"Classification : Sir, i am waiting for your call."
ham,Classification : What's up. Do you want me to come online?
ham,"Classification : It could work, we'll reach a consensus at the next meeting"
ham,Classification : Aiyah then i wait lor. Then u entertain me. Hee...
ham,"Classification : The last thing i ever wanted to do was hurt you. And i didn't think it would have. You'd laugh, be embarassed, delete the tag and keep going. But as far as i knew, it wasn't even up. The fact that you even felt like i would do it to hurt you shows you really don't know me at all. It was messy wednesday, but it wasn't bad. The problem i have with it is you HAVE the time to clean it, but you choose not to. You skype, you take pictures, you sleep, you want to go out. I don't mind a few things here and there, but when you don't make the bed, when you throw laundry on top of it, when i can't have a friend in the house because i'm embarassed that there's underwear and bras strewn on the bed, pillows on the floor, that's something else. You used to be good about at least making the bed."
ham,Classification : I'll let you know when it kicks in
ham,Classification : You call him now ok i said call him
ham,Classification : Call to the number which is available in appointment. And ask to connect the call to waheed fathima.
ham,Classification : Or ü go buy wif him then i meet ü later can?
ham,Classification : Mmmm ... Fuck ... Not fair ! You know my weaknesses ! *grins* *pushes you to your knee's* *exposes my belly and pulls your head to it* Don't forget ... I know yours too *wicked smile*
ham,Classification : Today my system sh get ready.all is well and i am also in the deep well
ham,Classification : Mom wants to know where you at
ham,"Classification : Aight, I'll text you when I'm back"
ham,Classification : Dont know supports ass and srt i thnk. I think ps3 can play through usb too
ham,Classification : Oh ok i didnt know what you meant. Yep i am baby jontin
spam,Classification : You have WON a guaranteed £1000 cash or a £2000 prize.To claim yr prize call our customer service representative on
spam,Classification : Would you like to see my XXX pics they are so hot they were nearly banned in the uk!
spam,Classification : HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
ham,Classification : Watching tv now. I got new job :)
ham,Classification : This pen thing is beyond a joke. Wont a Biro do? Don't do a masters as can't do this ever again!
ham,Classification : I AM AT A PARTY WITH ALEX NICHOLS
